Year,Month,rate_display_pct,virus,branch,phase
2022,8,1.2522361359570662,PIV,minimal_corrected,phase2
2022,9,0.7246376811594203,PIV,minimal_corrected,phase2
2022,10,3.433476394849785,PIV,minimal_corrected,phase2
2022,11,5.701754385964912,PIV,minimal_corrected,phase2
2022,12,5.357142857142857,PIV,minimal_corrected,phase2
2023,1,0.3942181340341655,PIV,minimal_corrected,phase2
2023,2,0.2096436058700209,PIV,minimal_corrected,phase2
2023,3,0.2684563758389262,PIV,minimal_corrected,phase2
2023,4,0.3179650238473768,PIV,minimal_corrected,phase2
2023,5,0.5361930294906166,PIV,minimal_corrected,phase2
2023,6,3.83877159309021,PIV,minimal_corrected,phase2
2023,7,3.2352941176470598,PIV,minimal_corrected,phase2
2023,8,2.849002849002849,PIV,minimal_corrected,phase2
2023,9,2.31023102310231,PIV,minimal_corrected,phase2
2023,10,1.7167381974248928,PIV,minimal_corrected,phase2
2023,11,3.0716723549488054,PIV,minimal_corrected,phase2
2023,12,1.851851851851852,PIV,minimal_corrected,phase2
2024,1,0.5997001499250375,PIV,minimal_corrected,phase2
2024,2,3.722084367245657,PIV,minimal_corrected,phase2
2024,3,1.1128775834658189,PIV,minimal_corrected,phase2
2024,4,1.2411347517730498,PIV,minimal_corrected,phase2
2024,5,3.225806451612903,PIV,minimal_corrected,phase2
2024,6,3.4246575342465757,PIV,minimal_corrected,phase2
2024,7,2.2167487684729066,PIV,minimal_corrected,phase2
2024,8,1.5151515151515151,PIV,minimal_corrected,phase2
2024,9,2.092050209205021,PIV,minimal_corrected,phase2
2024,10,2.824858757062147,PIV,minimal_corrected,phase2
2024,11,0.9569377990430622,PIV,minimal_corrected,phase2
2024,12,3.896103896103896,PIV,minimal_corrected,phase2
2025,1,3.587443946188341,PIV,minimal_corrected,phase2
2025,2,1.7543859649122806,PIV,minimal_corrected,phase2
2025,3,1.0416666666666663,PIV,minimal_corrected,phase2
2025,4,1.1363636363636365,PIV,minimal_corrected,phase2
2025,5,2.1739130434782608,PIV,minimal_corrected,phase2
2025,6,3.571428571428571,PIV,minimal_corrected,phase2
2025,7,1.6574585635359116,PIV,minimal_corrected,phase2
2025,8,4.430379746835443,PIV,minimal_corrected,phase2
2025,9,2.8901734104046244,PIV,minimal_corrected,phase2
2025,10,0.0,PIV,minimal_corrected,phase2
2025,11,0.0,PIV,minimal_corrected,phase2
2019,2,,HRV,minimal_corrected,phase2
2019,3,23.214285714285715,HRV,minimal_corrected,phase2
2019,4,18.22429906542056,HRV,minimal_corrected,phase2
2019,5,19.838056680161944,HRV,minimal_corrected,phase2
2019,6,19.287833827893174,HRV,minimal_corrected,phase2
2019,7,16.707021791767556,HRV,minimal_corrected,phase2
2019,8,17.415730337078653,HRV,minimal_corrected,phase2
2019,9,21.962616822429908,HRV,minimal_corrected,phase2
2019,10,31.80327868852459,HRV,minimal_corrected,phase2
2019,11,34.15300546448087,HRV,minimal_corrected,phase2
2019,12,26.305220883534137,HRV,minimal_corrected,phase2
2020,1,13.559322033898304,HRV,minimal_corrected,phase2
2020,2,3.5331905781584587,HRV,minimal_corrected,phase2
2020,3,1.2903225806451613,HRV,minimal_corrected,phase2
2020,4,0.0,HRV,minimal_corrected,phase2
2020,5,2.312138728323699,HRV,minimal_corrected,phase2
2020,6,21.12676056338028,HRV,minimal_corrected,phase2
2020,7,20.242914979757085,HRV,minimal_corrected,phase2
2020,8,12.389380530973453,HRV,minimal_corrected,phase2
2020,9,14.17004048582996,HRV,minimal_corrected,phase2
2020,10,15.436241610738255,HRV,minimal_corrected,phase2
2020,11,11.11111111111111,HRV,minimal_corrected,phase2
2020,12,12.280701754385964,HRV,minimal_corrected,phase2
2021,1,6.390977443609022,HRV,minimal_corrected,phase2
2021,2,2.255639097744361,HRV,minimal_corrected,phase2
